CASENUMBER,CASEID,CASENO,CATEGORY,VEHNO,PSU,PSUSTRAT,VERSION,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,VINDecodedOn,CASEWGT
1-19-2017-119-03,8416,119,3,1,19,9,2,1GNDS13S3224,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Trailblazer,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),,1/2 Ton,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LL8,4200.0,,MORAINE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,GM,,6,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,1GNDS13S*22***,,09OCT19:08:10:46,207.99126642578700000000
1-19-2017-119-03,8416,119,3,2,19,9,2,1N4AL3AP0DN4,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2013,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,997,Canton Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AL3AP*DN***,Direct,09OCT19:08:12:08,207.99126642578700000000
1-19-2017-121-07,8418,121,7,1,19,9,2,1FTRF12W19KA,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2009,TRUCK,,,,,Pickup,,,4600.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,184.93,248.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,Regular,,,1FTRF12W*9K***,,09OCT19:08:09:04,1030.67200677125000000000
1-19-2017-122-04,8429,122,4,1,19,9,2,1GTN1LEH8GZ3,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2016,TRUCK,1500 Fleet/Base,,,,Pickup,2,"LV3 - SIDI, VVT, Aluminum, E85 Max.",4300.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,RWD/ Rear Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,Regular,,,1GTN1LEH*GZ***,,09OCT19:08:11:11,1002.02528561911000000000
1-19-2017-122-04,8429,122,4,2,19,9,2,JHMEH6268RS0,JHM,"HONDA MOTOR CO., LTD",Honda,,HONDA,del Sol,1994,PASSENGER CAR,,LX w/Anti-Lock Brakes & Leather Seats,,,Coupe,2,D16Z6,,Automatic,SUZUKA,MIE,JAPAN,,,,,,,,,,,,,987,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1st Row (Driver & Passenger),,,,,,0,,,,,JHMEH626*RS***,,09OCT19:08:17:49,1002.02528561911000000000
1-19-2017-123-04,8533,123,4,1,19,9,2,3FA6P0G70HR3,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2017,PASSENGER CAR,S,,,,Sedan/Saloon,4,,2500.0,,HERMOSILLO,,MEXICO,,Standard,,,Standard,,,,Standard,,,,979,Hermosillo,,,,,112.20,,4,,,,,,,,5,2,,,2,,,,,,,,,Ford,,4,,Gasoline,,,In-Line,130.50,175.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,Standard,0,,,,,3FA6P0G7*HR***,Direct,09OCT19:08:14:36,647.46524543705200000000
1-19-2017-123-04,8533,123,4,2,19,9,2,1GNES16S9361,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Trailblazer,2003,MULTIPURPOSE PASSENGER VEHICLE (MPV),,1/2 Ton,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LL8,4200.0,,OKLAHOMA CITY,OKLAHOMA,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,GM,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,1GNES16S*36***,,09OCT19:08:10:55,647.46524543705200000000
1-19-2017-124-07,8534,124,7,1,19,9,2,1FMJU1K50BEF,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Expedition,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),Limited,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,5400.0,,JEFFERSON COUNTY,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,976,Kentucky Truck,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,Ford,,8,,Gasoline,Flexible Fuel Vehicle (FFV),,V-Shaped,231.17,310.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd & 3rd Rows,,,,0,,,,,1FMJU1K5*BE***,Direct,09OCT19:08:08:26,665.97551319226200000000
1-19-2017-124-07,8534,124,7,2,19,9,2,1G4CW52K3X46,1G4,GENERAL MOTORS LLC,GM,,BUICK,Park Avenue,1999,PASSENGER CAR,,,,,Sedan/Saloon,4,,3800.0,,ORION,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,NA-GM Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,GMPTG Flint,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1G4CW52K*X4***,,09OCT19:08:09:55,665.97551319226200000000
1-19-2017-125-03,8567,125,3,1,19,9,2,KNAFK4A61F52,KNA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Forte,2015,PASSENGER CAR,GL(Middle-low grade),,YD (4DR/5DR),,Sedan/Saloon,4,DOHC MPI NU,1800.0,,HWASUNG,,SOUTH KOREA,,,,,,,,,,,,,1034,Kia Motors Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,KNAFK4A6*F5***,Direct,09OCT19:08:19:12,693.38320311199000000000
1-19-2017-126-06,8565,126,6,1,19,9,2,1FAFP40402F1,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Mustang,2002,PASSENGER CAR,Base,,,,Coupe,2,,3800.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Dearborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,111.86,150.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1FAFP404*2F***,,09OCT19:08:07:40,1056.58876099266000000000
1-19-2017-126-06,8565,126,6,2,19,9,2,1FAHP24WX8G1,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Taurus,2008,PASSENGER CAR,SEL,,,,Sedan/Saloon,4,,3500.0,,CHICAGO,ILLINOIS,UNITED STATES (USA),,,,,,,,,,,,,976,,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,196.12,263.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,1FAHP24W*8G***,Direct,09OCT19:08:07:45,1056.58876099266000000000
1-19-2017-127-02,8611,127,2,1,19,9,2,1C4PJLAB5HW5,1C4,FCA US LLC,Chrysler,,JEEP,Cherokee,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),KL,Sport,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,2400.0,,TOLEDO,OHIO,UNITED STATES (USA),Optional,Standard,Optional,Optional,Standard,Optional,Optional,Optional,Optional,,,Optional,994,Toledo North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,106.20,,4,,,,,,,,5,2,,4x2,2,,Hydraulic,,,,,,,FCA,,4,,Gasoline,,,In-Line,137.21,184.00,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,Standard,0,,,,,1C4PJLAB*HW***,Direct,09OCT19:08:07:05,102.08901342749200000000
1-19-2017-128-02,8612,128,2,1,19,9,2,1G4GB5G35GF1,1G4,GENERAL MOTORS LLC,GM,,BUICK,LaCrosse,2016,PASSENGER CAR,Leather Group,,,,Sedan/Saloon,4,"LFX - SIDI, VVT, E85 MAX, ALUM GM",3600.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,All Rows,,,0,,,,,1G4GB5G3*GF***,Direct,09OCT19:08:09:56,102.08901342749200000000
1-19-2017-128-02,8612,128,2,2,19,9,2,1FADP3F2XHL2,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Focus,2017,PASSENGER CAR,SE,,,,Sedan/Saloon,4,2.0L GDI,2000.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,Standard,,,Standard,,,,Standard,,,,976,Michigan Assy,,,,,104.30,,4,,,,,,,,5,2,,,2,,,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,119.31,160.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,Standard,0,,,,,1FADP3F2*HL***,Direct,09OCT19:08:07:35,102.08901342749200000000
1-19-2017-129-07,8613,129,7,1,19,9,2,1G4HR54K13U2,1G4,GENERAL MOTORS LLC,GM,,BUICK,LeSabre,2003,PASSENGER CAR,Limited,,,,Sedan/Saloon,4,L36,3800.0,,HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,NA-GM Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,GMPTG Flint,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1G4HR54K*3U***,,09OCT19:08:10:00,3898.07198746456000000000
1-19-2017-129-07,8613,129,7,2,19,9,2,3N1AB6AP1BL6,3N1,"NISSAN MEXICANA, S.A. DE C.V.",Nissan Mexico,"NISSAN MOTOR COMPANY, LTD",NISSAN,Sentra,2011,PASSENGER CAR,,,,,Sedan/Saloon,4,,2000,,,,MEXICO,,,,,,,,,,,,,999,Aguascalientes Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,104.40,140.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,3N1AB6AP*BL***,Direct,09OCT19:08:15:13,3898.07198746456000000000
1-19-2017-130-08,8700,130,8,1,19,9,2,1G6KD52B5SU2,1G6,GENERAL MOTORS LLC,GM,,CADILLAC,Deville,1995,PASSENGER CAR,,,,,Sedan/Saloon,4,,4900.0,,HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,NA-GM Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,,8,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1G6KD52B*SU***,,09OCT19:08:10:04,1502.31800595479000000000
1-19-2017-130-08,8700,130,8,2,19,9,2,54DC4W1B2DS8,54D,"SPARTAN MOTORS USA, INC.",Spartan Motors,,ISUZU,NPR/NPR-HD,2013,INCOMPLETE VEHICLE,,,,,Truck,,L96,6000.0,,CHARLOTTE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,4368,"Spartan Motors, Inc.",,,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",,,,,,,,,,,,,,,4x2,2,,Hydraulic,,,,,,,GM,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,,MDHD: Tilt,,,54DC4W1B*DS***,,09OCT19:08:16:17,1502.31800595479000000000
1-19-2017-131-02,8701,131,2,1,19,9,2,3N1CN7AP0EL8,3N1,"NISSAN MEXICANA, S.A. DE C.V.",Nissan Mexico,"NISSAN MOTOR COMPANY, LTD",NISSAN,Versa,2014,PASSENGER CAR,,,,,Sedan/Saloon,4,,1600.0,,,,MEXICO,,,,,,,,,,,,,999,Aguascalientes Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,3N1CN7AP*EL***,Direct,09OCT19:08:15:24,134.11744751861000000000
1-19-2017-131-02,8701,131,2,2,19,9,2,2GCEK19TX213,2GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2002,TRUCK,1500,1/2 Ton,,,Pickup,,LM7,5300.0,,OSHAWA TRUCK,ONTARIO,CANADA,,,,,,,,,,,,,984,NA-Canada - Truck,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,2GCEK19T*21***,,09OCT19:08:13:34,134.11744751861000000000
1-19-2017-131-02,8701,131,2,3,19,9,2,JTEBU5JR1G53,JTE,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,4-Runner,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),GRN280L/GRN285L,Base Grade,,,Wagon,5,1GR-FE,4000,Automatic,TAHARA,,JAPAN,,,,,,,,,,,,,962,Toyota Motor Corp,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,5,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,201.34,270.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,,,0,,,,,JTEBU5JR*G5***,Direct,09OCT19:08:18:32,134.11744751861000000000
1-19-2017-133-04,8713,133,4,1,19,9,2,1G1PC5SH0G71,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Cruze,2016,PASSENGER CAR,LS,Limited,,,Sedan/Saloon,4,LUW - E85 MAX,1800.0,Automatic,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,103.00,138.13,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,,,,,1G1PC5SH*G7***,Direct,09OCT19:08:09:36,7767.54055916040000000000
1-19-2017-134-02,8803,134,2,1,19,9,2,1ZVBP8AM4D52,1ZV,"AUTO ALLIANCE INTERNATIONAL, USA",Auto Alliance,,FORD,Mustang,2013,PASSENGER CAR,V6 Coupe,,,,Coupe,2,,3700.0,,FLAT ROCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,978,Auto Alliance International,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,227.44,305.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1ZVBP8AM*D5***,Direct,09OCT19:08:12:35,102.08901342749200000000
1-19-2017-135-06,8804,135,6,2,19,9,2,1N4AA5AP6CC8,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Maxima,2012,PASSENGER CAR,,,,,Sedan/Saloon,4,,3500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,997,Smyrna Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AA5AP*CC***,Direct,09OCT19:08:12:00,528.51031848141900000000
1-19-2017-136-04,8805,136,4,1,19,9,2,5XYKT3A64EG4,5XY,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sorento,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),Base/ LX,,,,Wagon,4,DOHC T-GDI THETA-II,2400.0,,,GEORGIA,UNITED STATES (USA),,,,,,,,,,,,,1034,"Kia Motor Manufacturing, Georgia",,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,5XYKT3A6*EG***,Direct,09OCT19:08:17:16,1670.91509537102000000000
1-19-2017-136-04,8805,136,4,2,19,9,2,1G2ZA5E04A41,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,G6,2010,PASSENGER CAR,Base,,,,Sedan/Saloon,4,LE9,2400.0,,ORION,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,1G2ZA5E0*A4***,Direct,09OCT19:08:09:53,1670.91509537102000000000
1-19-2017-137-08,8865,137,8,1,19,9,2,1FMRU17WX4LB,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Expedition,2004,MULTIPURPOSE PASSENGER VEHICLE (MPV),Eddie Bauer,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,4600.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Michigan Truck,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,173.00,232.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1FMRU17W*4L***,,09OCT19:08:08:29,434.34617933488100000000
1-19-2017-138-08,8866,138,8,1,19,9,2,JN1CA31D31T8,JN1,"NISSAN MOTOR COMPANY, LTD",Nissan,,NISSAN,Maxima,2001,PASSENGER CAR,,,,,Sedan/Saloon,4,VQ30,3000,,YOKOSUKA CITY,KANAGAWA,JAPAN,,,,,,,,,,,,,996,Oppama Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,JN1CA31D*1T***,,09OCT19:08:18:02,434.34617933488100000000
1-19-2017-139-04,8867,139,4,1,19,9,2,3CZRM3H31DG7,3CZ,HONDA DE MEXICO,Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,CR-V,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),LX,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),5,K24Z7,2359.737216,Automatic,EL SALTO,JALISCO,MEXICO,,,,,,,,,,,,,992,,,71.60,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",3305,,103.10,,,,,,,,,,,5,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,137.95,185.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,3CZRM3H3*DG***,Direct,09OCT19:08:14:32,1782.53610427378000000000
1-19-2017-140-01,8944,140,1,1,19,9,2,1FTCR10A6KUB,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,Ranger,1989,TRUCK,,,,,Pickup,2,,2294.188960,,LOUISVILLE,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,Ford,,4,,Gasoline,,,In-Line,74.57,100.00,,,,,Manual,,,,,,,,0,,Regular,,,1FTCR10A*KU***,,09OCT19:08:08:41,144.57700864551200000000
1-19-2017-142-07,8946,142,7,1,19,9,2,4T1BF1FK7CU0,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2012,PASSENGER CAR,ASV50L/GSV50L/AVV50L,,,,Sedan/Saloon,4,2AR-FE,2500.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,1088,Toyota Motor Manufacturing,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,132.73,178.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,All Rows,,,0,,,,,4T1BF1FK*CU***,Direct,09OCT19:08:16:03,808.93373686221300000000
1-19-2017-142-07,8946,142,7,2,19,9,2,2HKYF18583H6,2HK,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Pilot,2003,MULTIPURPOSE PASSENGER VEHICLE (MPV),,EX-L,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),5,J35A4,3474.057568,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,5,,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,178.97,240.00,,Single Overhead Cam (SOHC),,,,,,,,,,,0,,,,,2HKYF185*3H***,,09OCT19:08:13:59,808.93373686221300000000
1-19-2017-143-07,8983,143,7,1,19,9,2,KMHDN46D55U1,KMH,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Elantra,2005,PASSENGER CAR,,,,,Sedan/Saloon,4,,2000.0,,ULSAN,,SOUTH KOREA,,,,,,,,,,,,,1034,Hyundai Motor Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,KMHDN46D*5U***,,09OCT19:08:19:04,808.93373669988300000000
1-19-2017-143-07,8983,143,7,2,19,9,2,JTLZE4FE6B11,JTL,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,SCION xB,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),AZE151L,,,,Wagon,5,2AZ-FE,2400.0,,IWATE,IWATE PREFECTURE,JAPAN,,,,,,,,,,,,,962,"Kanto Auto Works, LTD.",,,"Class 1: 6,000 lb or less (2,722 kg or less)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,117.82,158.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,JTLZE4FE*B1***,Direct,09OCT19:08:18:44,808.93373669988300000000
1-19-2017-143-07,8983,143,7,3,19,9,2,19XFC1F79HE0,19X,"HONDA MFG., INDIANA., LLC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2017,PASSENGER CAR,EX-L / EX-L NAVI,,,,Sedan/Saloon,4,L15B7,1496,Continuously Variable Transmission (CVT),GREENSBURG,INDIANA,UNITED STATES (USA),Optional,Standard,Optional,Optional,Standard,Optional,Standard,Optional,Standard,,,,993,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,106.30,,4,,,,,,,,5,2,,4x2,2,,,,,,,,,Honda,4,4,Water,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,129.75,174.00,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,,,,,19XFC1F7*HE***,Indirect,09OCT19:08:06:11,808.93373669988300000000
1-19-2017-144-05,9009,144,5,1,19,9,2,1GCDS1368581,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Colorado,2005,TRUCK,,1/2 Ton,,,Pickup,4,L52,3500.0,,SHREVEPORT,LOUISIANA,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,5,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,1GCDS136*58***,,09OCT19:08:10:17,79.98489951025890000000
