CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
7759,10,37,1-10-2017-037-05,5,2,13,,,,,,,,,,,,,,,,,1,3,41.58524342044350000000,4,2
7759,10,37,1-10-2017-037-05,5,2,21,,,,,,,,,,,,,,,,,2,1,41.58524342044350000000,4,2
7759,10,37,1-10-2017-037-05,5,2,22,,,,,,,,,,,,,,,,,2,2,41.58524342044350000000,4,2
7759,10,37,1-10-2017-037-05,5,2,23,,,,,,,,,,,,,,,,,2,3,41.58524342044350000000,4,2
7826,10,38,1-10-2017-038-07,7,1,11,1,1,5,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,319.93066647553500000000,4,2
7826,10,38,1-10-2017-038-07,7,1,13,,,,,,,,,,,,,,,,,1,3,319.93066647553500000000,4,2
7826,10,38,1-10-2017-038-07,7,1,21,,,,,,,,,,,,,,,,,2,1,319.93066647553500000000,4,2
7826,10,38,1-10-2017-038-07,7,1,22,,,,,,,,,,,,,,,,,2,2,319.93066647553500000000,4,2
7826,10,38,1-10-2017-038-07,7,1,23,,,,,,,,,,,,,,,,,2,3,319.93066647553500000000,4,2
7826,10,38,1-10-2017-038-07,7,2,11,99,9,9,99,9,99,2,9,1,,,,,,,,1,1,319.93066647553500000000,4,2
7888,10,39,1-10-2017-039-02,2,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,46.34288220449190000000,4,2
7888,10,39,1-10-2017-039-02,2,1,13,1,1,6,1,1,3,2,1,1,4,4,1,2,1,0,0,1,3,46.34288220449190000000,4,2
7888,10,39,1-10-2017-039-02,2,1,21,,,,,,,,,,,,,,,,,2,1,46.34288220449190000000,4,2
7888,10,39,1-10-2017-039-02,2,1,22,,,,,,,,,,,,,,,,,2,2,46.34288220449190000000,4,2
7888,10,39,1-10-2017-039-02,2,1,23,,,,,,,,,,,,,,,,,2,3,46.34288220449190000000,4,2
7888,10,39,1-10-2017-039-02,2,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,46.34288220449190000000,4,2
7888,10,39,1-10-2017-039-02,2,2,13,1,1,4,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,46.34288220449190000000,4,2
7931,10,40,1-10-2017-040-06,6,1,11,1,1,4,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,1655.85275190167000000000,4,2
7931,10,40,1-10-2017-040-06,6,1,13,,,,,,,,,,,,,,,,,1,3,1655.85275190167000000000,4,2
7931,10,40,1-10-2017-040-06,6,1,21,,,,,,,,,,,,,,,,,2,1,1655.85275190167000000000,4,2
7931,10,40,1-10-2017-040-06,6,1,22,,,,,,,,,,,,,,,,,2,2,1655.85275190167000000000,4,2
7931,10,40,1-10-2017-040-06,6,1,23,,,,,,,,,,,,,,,,,2,3,1655.85275190167000000000,4,2
7979,10,41,1-10-2017-041-09,9,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,2538.15212103402000000000,4,2
7979,10,41,1-10-2017-041-09,9,1,13,,,,,,,,,,,,,,,,,1,3,2538.15212103402000000000,4,2
7979,10,41,1-10-2017-041-09,9,1,21,,,,,,,,,,,,,,,,,2,1,2538.15212103402000000000,4,2
7979,10,41,1-10-2017-041-09,9,1,22,,,,,,,,,,,,,,,,,2,2,2538.15212103402000000000,4,2
7979,10,41,1-10-2017-041-09,9,1,23,,,,,,,,,,,,,,,,,2,3,2538.15212103402000000000,4,2
8068,10,42,1-10-2017-042-04,4,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,1,13,,,,,,,,,,,,,,,,,1,3,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,1,21,,,,,,,,,,,,,,,,,2,1,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,1,22,,,,,,,,,,,,,,,,,2,2,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,1,23,,,,,,,,,,,,,,,,,2,3,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,2,11,1,1,3,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,2,13,,,,,,,,,,,,,,,,,1,3,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,2,21,,,,,,,,,,,,,,,,,2,1,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,2,22,,,,,,,,,,,,,,,,,2,2,340.54286884701600000000,4,2
8068,10,42,1-10-2017-042-04,4,2,23,,,,,,,,,,,,,,,,,2,3,340.54286884701600000000,4,2
8181,10,44,1-10-2017-044-09,9,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,280.29553550113300000000,4,2
8181,10,44,1-10-2017-044-09,9,2,11,1,1,6,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,280.29553550113300000000,4,2
8181,10,44,1-10-2017-044-09,9,2,13,,,,,,,,,,,,,,,,,1,3,280.29553550113300000000,4,2
8181,10,44,1-10-2017-044-09,9,2,21,,,,,,,,,,,,,,,,,2,1,280.29553550113300000000,4,2
8181,10,44,1-10-2017-044-09,9,2,23,,,,,,,,,,,,,,,,,2,3,280.29553550113300000000,4,2
8204,10,45,1-10-2017-045-03,3,1,11,1,1,3,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,152.96440682076200000000,4,2
8204,10,45,1-10-2017-045-03,3,1,13,1,1,4,1,1,3,2,1,1,4,4,1,2,2,0,0,1,3,152.96440682076200000000,4,2
8204,10,45,1-10-2017-045-03,3,1,21,,,,,,,,,,,,,,,,,2,1,152.96440682076200000000,4,2
8204,10,45,1-10-2017-045-03,3,1,22,,,,,,,,,,,,,,,,,2,2,152.96440682076200000000,4,2
8204,10,45,1-10-2017-045-03,3,1,23,,,,,,,,,,,,,,,,,2,3,152.96440682076200000000,4,2
8204,10,45,1-10-2017-045-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,152.96440682076200000000,4,2
8245,10,46,1-10-2017-046-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,125.04034512614800000000,4,2
8394,10,48,1-10-2017-048-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,110.88588488173800000000,4,2
8394,10,48,1-10-2017-048-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,110.88588488173800000000,4,2
8413,10,49,1-10-2017-049-03,3,1,11,1,1,6,1,1,3,2,2,1,4,4,1,2,1,0,0,1,1,157.20339285080300000000,4,2
8413,10,49,1-10-2017-049-03,3,1,13,,,,,,,,,,,,,,,,,1,3,157.20339285080300000000,4,2
8413,10,49,1-10-2017-049-03,3,1,21,,,,,,,,,,,,,,,,,2,1,157.20339285080300000000,4,2
8413,10,49,1-10-2017-049-03,3,1,22,,,,,,,,,,,,,,,,,2,2,157.20339285080300000000,4,2
8413,10,49,1-10-2017-049-03,3,1,23,,,,,,,,,,,,,,,,,2,3,157.20339285080300000000,4,2
8477,10,50,1-10-2017-050-09,9,1,11,1,1,6,1,1,3,2,1,1,4,0,0,3,1,0,0,1,1,203.90545677916600000000,4,2
8477,10,50,1-10-2017-050-09,9,1,13,,,,,,,,,,,,,,,,,1,3,203.90545677916600000000,4,2
8477,10,50,1-10-2017-050-09,9,1,21,,,,,,,,,,,,,,,,,2,1,203.90545677916600000000,4,2
8477,10,50,1-10-2017-050-09,9,1,22,,,,,,,,,,,,,,,,,2,2,203.90545677916600000000,4,2
8477,10,50,1-10-2017-050-09,9,1,23,,,,,,,,,,,,,,,,,2,3,203.90545677916600000000,4,2
8478,10,51,1-10-2017-051-04,4,1,11,1,1,9,1,1,3,2,1,1,4,4,9,3,5,0,0,1,1,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,1,13,,,,,,,,,,,,,,,,,1,3,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,1,21,,,,,,,,,,,,,,,,,2,1,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,1,22,,,,,,,,,,,,,,,,,2,2,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,1,23,,,,,,,,,,,,,,,,,2,3,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,2,11,1,1,5,1,1,3,1,1,1,4,4,1,4,1,0,0,1,1,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,2,13,1,1,5,1,1,3,1,1,1,4,4,1,2,1,0,0,1,3,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,2,21,,,,,,,,,,,,,,,,,2,1,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,2,22,,,,,,,,,,,,,,,,,2,2,116.73917317886100000000,4,2
8478,10,51,1-10-2017-051-04,4,2,23,,,,,,,,,,,,,,,,,2,3,116.73917317886100000000,4,2
8542,10,52,1-10-2017-052-06,6,1,11,1,1,3,1,1,3,2,1,1,4,99,9,2,2,0,0,1,1,186.43497383052800000000,4,2
8542,10,52,1-10-2017-052-06,6,1,13,,,,,,,,,,,,,,,,,1,3,186.43497383052800000000,4,2
8542,10,52,1-10-2017-052-06,6,1,21,,,,,,,,,,,,,,,,,2,1,186.43497383052800000000,4,2
8542,10,52,1-10-2017-052-06,6,1,22,,,,,,,,,,,,,,,,,2,2,186.43497383052800000000,4,2
8542,10,52,1-10-2017-052-06,6,1,23,,,,,,,,,,,,,,,,,2,3,186.43497383052800000000,4,2
8542,10,52,1-10-2017-052-06,6,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,186.43497383052800000000,4,2
8543,10,53,1-10-2017-053-05,5,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,23.44671876714130000000,4,2
8543,10,53,1-10-2017-053-05,5,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,23.44671876714130000000,4,2
8543,10,53,1-10-2017-053-05,5,2,13,99,9,9,99,9,99,9,9,1,,,,,,,,1,3,23.44671876714130000000,4,2
8591,10,55,1-10-2017-055-03,3,2,11,99,1,9,99,9,99,9,9,1,,,,,,,,1,1,96.12505643122980000000,4,2
8601,10,57,1-10-2017-057-07,7,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,65.90361323404470000000,4,2
8601,10,57,1-10-2017-057-07,7,2,23,99,9,9,99,9,99,9,9,1,,,,,,,,2,3,65.90361323404470000000,4,2
8609,10,58,1-10-2017-058-09,9,1,11,1,1,3,1,1,3,2,1,1,4,99,1,4,1,0,0,1,1,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,13,,,,,,,,,,,,,,,,,1,3,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,21,,,,,,,,,,,,,,,,,2,1,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,22,,,,,,,,,,,,,,,,,2,2,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,23,,,,,,,,,,,,,,,,,2,3,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,31,,,,,,,,,,,,,,,,,3,1,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,32,,,,,,,,,,,,,,,,,3,2,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,33,,,,,,,,,,,,,,,,,3,3,104.64509913880700000000,4,2
8609,10,58,1-10-2017-058-09,9,1,98,,,,,,,,,,,,,,,,,0,0,104.64509913880700000000,4,2
8776,10,61,1-10-2017-061-04,4,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,5,0,0,1,1,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,1,13,,,,,,,,,,,,,,,,,1,3,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,1,21,,,,,,,,,,,,,,,,,2,1,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,1,22,,,,,,,,,,,,,,,,,2,2,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,1,23,,,,,,,,,,,,,,,,,2,3,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,2,11,1,1,3,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,2,12,,,,,,,,,,,,,,,,,1,2,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,2,13,1,1,3,1,1,3,2,1,1,4,4,1,4,1,0,0,1,3,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,2,21,,,,,,,,,,,,,,,,,2,1,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,2,22,,,,,,,,,,,,,,,,,2,2,36.09665610412430000000,4,2
8776,10,61,1-10-2017-061-04,4,2,23,,,,,,,,,,,,,,,,,2,3,36.09665610412430000000,4,2
8777,10,62,1-10-2017-062-07,7,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,39.70722521913540000000,4,2
8777,10,62,1-10-2017-062-07,7,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,39.70722521913540000000,4,2
8786,10,63,1-10-2017-063-02,2,1,11,1,1,3,1,1,3,2,1,1,4,0,9,4,0,0,0,1,1,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,1,13,1,1,3,1,1,3,2,1,1,4,0,9,4,0,0,0,1,3,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,1,21,,,,,,,,,,,,,,,,,2,1,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,1,22,,,,,,,,,,,,,,,,,2,2,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,1,23,3,1,1,1,1,2,2,1,1,4,0,9,1,0,0,0,2,3,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,2,11,1,1,5,1,1,3,2,1,1,4,99,9,2,1,0,0,1,1,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,2,13,,,,,,,,,,,,,,,,,1,3,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,2,21,,,,,,,,,,,,,,,,,2,1,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,2,22,,,,,,,,,,,,,,,,,2,2,22.46197362103460000000,4,2
8786,10,63,1-10-2017-063-02,2,2,23,,,,,,,,,,,,,,,,,2,3,22.46197362103460000000,4,2
8787,10,64,1-10-2017-064-04,4,1,11,1,1,3,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,237.71564662407100000000,4,2
8787,10,64,1-10-2017-064-04,4,1,13,,,,,,,,,,,,,,,,,1,3,237.71564662407100000000,4,2
8787,10,64,1-10-2017-064-04,4,1,21,,,,,,,,,,,,,,,,,2,1,237.71564662407100000000,4,2
8787,10,64,1-10-2017-064-04,4,1,22,,,,,,,,,,,,,,,,,2,2,237.71564662407100000000,4,2
8787,10,64,1-10-2017-064-04,4,1,23,,,,,,,,,,,,,,,,,2,3,237.71564662407100000000,4,2
8787,10,64,1-10-2017-064-04,4,2,11,99,9,9,99,2,99,9,9,1,,,,,,,,1,1,237.71564662407100000000,4,2
8788,10,65,1-10-2017-065-03,3,1,11,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,69.62864153073320000000,4,2
8788,10,65,1-10-2017-065-03,3,1,13,1,1,5,1,1,3,2,1,1,4,4,1,2,1,0,0,1,3,69.62864153073320000000,4,2
8788,10,65,1-10-2017-065-03,3,1,21,5,1,1,1,1,3,2,1,1,4,4,1,1,1,0,0,2,1,69.62864153073320000000,4,2
8788,10,65,1-10-2017-065-03,3,1,22,,,,,,,,,,,,,,,,,2,2,69.62864153073320000000,4,2
8788,10,65,1-10-2017-065-03,3,1,23,5,1,1,1,1,3,2,1,1,4,4,1,1,1,0,0,2,3,69.62864153073320000000,4,2
8851,10,66,1-10-2017-066-03,3,1,11,1,1,9,99,9,99,9,1,1,4,99,9,5,5,0,0,1,1,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,1,13,,,,,,,,,,,,,,,,,1,3,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,1,21,,,,,,,,,,,,,,,,,2,1,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,1,22,,,,,,,,,,,,,,,,,2,2,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,1,23,,,,,,,,,,,,,,,,,2,3,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,2,11,1,1,3,1,1,3,2,1,1,4,99,9,2,5,0,0,1,1,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,2,13,,,,,,,,,,,,,,,,,1,3,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,2,21,,,,,,,,,,,,,,,,,2,1,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,2,22,,,,,,,,,,,,,,,,,2,2,49.94718532412980000000,4,2
8851,10,66,1-10-2017-066-03,3,2,23,,,,,,,,,,,,,,,,,2,3,49.94718532412980000000,4,2
8852,10,67,1-10-2017-067-07,7,2,11,1,1,5,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,187.57866167248400000000,4,2
8852,10,67,1-10-2017-067-07,7,2,13,,,,,,,,,,,,,,,,,1,3,187.57866167248400000000,4,2
8852,10,67,1-10-2017-067-07,7,2,21,,,,,,,,,,,,,,,,,2,1,187.57866167248400000000,4,2
8852,10,67,1-10-2017-067-07,7,2,22,,,,,,,,,,,,,,,,,2,2,187.57866167248400000000,4,2
8852,10,67,1-10-2017-067-07,7,2,23,,,,,,,,,,,,,,,,,2,3,187.57866167248400000000,4,2
8927,10,68,1-10-2017-068-09,9,2,11,1,1,5,1,1,3,2,1,1,4,4,1,4,2,0,0,1,1,403.30917801774800000000,4,2
8927,10,68,1-10-2017-068-09,9,2,13,1,1,4,1,1,3,2,1,1,4,4,1,4,2,0,0,1,3,403.30917801774800000000,4,2
8927,10,68,1-10-2017-068-09,9,2,21,,,,,,,,,,,,,,,,,2,1,403.30917801774800000000,4,2
8927,10,68,1-10-2017-068-09,9,2,22,,,,,,,,,,,,,,,,,2,2,403.30917801774800000000,4,2
8927,10,68,1-10-2017-068-09,9,2,23,,,,,,,,,,,,,,,,,2,3,403.30917801774800000000,4,2
8928,10,69,1-10-2017-069-07,7,1,11,1,1,3,1,1,3,2,1,1,4,4,9,2,1,0,0,1,1,253.99691240200700000000,4,2
8928,10,69,1-10-2017-069-07,7,1,13,1,1,9,1,1,3,2,1,1,4,4,9,2,1,0,0,1,3,253.99691240200700000000,4,2
8928,10,69,1-10-2017-069-07,7,1,21,,,,,,,,,,,,,,,,,2,1,253.99691240200700000000,4,2
8928,10,69,1-10-2017-069-07,7,1,22,,,,,,,,,,,,,,,,,2,2,253.99691240200700000000,4,2
8928,10,69,1-10-2017-069-07,7,1,23,,,,,,,,,,,,,,,,,2,3,253.99691240200700000000,4,2
8928,10,69,1-10-2017-069-07,7,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,253.99691240200700000000,4,2
6399,11,1,1-11-2017-001-06,6,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1680.59640563005000000000,8,2
6399,11,1,1-11-2017-001-06,6,1,23,99,9,9,99,9,99,9,9,1,,,,,,,,2,3,1680.59640563005000000000,8,2
6400,11,2,1-11-2017-002-07,7,2,11,1,1,4,1,1,3,2,1,1,4,4,1,4,1,0,0,1,1,4629.69511355905000000000,8,2
6400,11,2,1-11-2017-002-07,7,2,13,,,,,,,,,,,,,,,,,1,3,4629.69511355905000000000,8,2
6400,11,2,1-11-2017-002-07,7,2,21,,,,,,,,,,4,0,0,1,1,0,0,2,1,4629.69511355905000000000,8,2
6400,11,2,1-11-2017-002-07,7,2,22,,,,,,,,,,4,0,0,1,1,0,0,2,2,4629.69511355905000000000,8,2
6400,11,2,1-11-2017-002-07,7,2,23,,,,,,,,,,4,0,0,1,1,0,0,2,3,4629.69511355905000000000,8,2
6423,11,3,1-11-2017-003-03,3,1,11,6,1,2,1,1,3,2,2,1,4,99,9,2,4,0,0,1,1,2276.03898279806000000000,8,2
6423,11,3,1-11-2017-003-03,3,1,12,,,,,,,,,,,,,,,,,1,2,2276.03898279806000000000,8,2
6423,11,3,1-11-2017-003-03,3,1,13,,,,,,,,,,,,,,,,,1,3,2276.03898279806000000000,8,2
6423,11,3,1-11-2017-003-03,3,1,21,,,,,,,,,,,,,,,,,2,1,2276.03898279806000000000,8,2
6423,11,3,1-11-2017-003-03,3,1,22,,,,,,,,,,,,,,,,,2,2,2276.03898279806000000000,8,2
6423,11,3,1-11-2017-003-03,3,1,23,,,,,,,,,,,,,,,,,2,3,2276.03898279806000000000,8,2
6423,11,3,1-11-2017-003-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,1,11,1,1,6,1,1,3,2,1,1,4,4,1,4,5,0,0,1,1,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,1,13,,,,,,,,,,,,,,,,,1,3,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,1,21,,,,,,,,,,,,,,,,,2,1,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,1,22,,,,,,,,,,,,,,,,,2,2,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,1,23,,,,,,,,,,,,,,,,,2,3,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,2,11,2,1,4,1,1,3,2,1,1,4,4,1,1,1,0,0,1,1,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,2,13,,,,,,,,,,,,,,,,,1,3,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,2,21,,,,,,,,,,,,,,,,,2,1,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,2,22,,,,,,,,,,,,,,,,,2,2,2276.03898279806000000000,8,2
6424,11,4,1-11-2017-004-03,3,2,23,,,,,,,,,,,,,,,,,2,3,2276.03898279806000000000,8,2
6490,11,5,1-11-2017-005-02,2,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,238.74540897088900000000,8,2
6491,11,6,1-11-2017-006-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,3733.08442662582000000000,8,2
6491,11,6,1-11-2017-006-03,3,2,11,1,1,3,1,1,3,2,1,1,4,4,1,2,2,0,0,1,1,3733.08442662582000000000,8,2
6491,11,6,1-11-2017-006-03,3,2,13,,,,,,,,,,,,,,,,,1,3,3733.08442662582000000000,8,2
6491,11,6,1-11-2017-006-03,3,2,21,,,,,,,,,,,,,,,,,2,1,3733.08442662582000000000,8,2
6491,11,6,1-11-2017-006-03,3,2,22,,,,,,,,,,,,,,,,,2,2,3733.08442662582000000000,8,2
6491,11,6,1-11-2017-006-03,3,2,23,,,,,,,,,,,,,,,,,2,3,3733.08442662582000000000,8,2
6533,11,7,1-11-2017-007-03,3,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,672.05886567222700000000,8,2
6533,11,7,1-11-2017-007-03,3,1,99,99,9,9,99,9,99,9,9,1,,,,,,,,9,9,672.05886567222700000000,8,2
6533,11,7,1-11-2017-007-03,3,2,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,672.05886567222700000000,8,2
6533,11,7,1-11-2017-007-03,3,2,99,99,9,9,99,9,99,9,9,1,,,,,,,,9,9,672.05886567222700000000,8,2
6534,11,8,1-11-2017-008-03,3,1,11,5,1,3,1,1,3,2,1,1,4,4,1,2,1,0,0,1,1,672.05886567222700000000,8,2
6534,11,8,1-11-2017-008-03,3,1,13,,,,,,,,,,,,,,,,,1,3,672.05886567222700000000,8,2
6534,11,8,1-11-2017-008-03,3,1,21,,,,,,,,,,,,,,,,,2,1,672.05886567222700000000,8,2
6534,11,8,1-11-2017-008-03,3,1,22,,,,,,,,,,,,,,,,,2,2,672.05886567222700000000,8,2
6534,11,8,1-11-2017-008-03,3,1,23,,,,,,,,,,,,,,,,,2,3,672.05886567222700000000,8,2
6581,11,9,1-11-2017-009-08,8,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1502.31800595479000000000,8,2
6581,11,9,1-11-2017-009-08,8,1,13,99,9,9,99,9,99,9,9,1,,,,,,,,1,3,1502.31800595479000000000,8,2
6581,11,9,1-11-2017-009-08,8,1,21,99,9,9,99,9,99,9,9,1,,,,,,,,2,1,1502.31800595479000000000,8,2
6582,11,10,1-11-2017-010-08,8,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,1502.31800595479000000000,8,2
6619,11,11,1-11-2017-011-08,8,1,11,99,9,9,99,9,99,9,9,1,,,,,,,,1,1,613.01599626985200000000,8,2
6619,11,11,1-11-2017-011-08,8,2,11,6,1,6,1,1,3,2,1,1,4,4,1,0,1,0,0,1,1,613.01599626985200000000,8,2
6619,11,11,1-11-2017-011-08,8,2,12,,,,,,,,,,,,,,,,,1,2,613.01599626985200000000,8,2
6619,11,11,1-11-2017-011-08,8,2,13,,,,,,,,,,,,,,,,,1,3,613.01599626985200000000,8,2
6620,11,12,1-11-2017-012-08,8,1,11,2,1,4,1,1,2,2,1,1,4,4,1,5,2,0,0,1,1,613.01599626985200000000,8,2
6620,11,12,1-11-2017-012-08,8,1,13,,,,,,,,,,4,0,1,4,1,0,0,1,3,613.01599626985200000000,8,2
6620,11,12,1-11-2017-012-08,8,1,21,,,,,,,,,,3,0,0,0,9,0,0,2,1,613.01599626985200000000,8,2
6620,11,12,1-11-2017-012-08,8,1,23,,,,,,,,,,3,0,0,0,9,0,0,2,3,613.01599626985200000000,8,2
6666,11,13,1-11-2017-013-05,5,1,11,1,1,4,1,1,3,2,2,1,4,0,0,2,2,0,0,1,1,533.60897797681100000000,8,2
6666,11,13,1-11-2017-013-05,5,1,13,,,,,,,,,,,,,,,,,1,3,533.60897797681100000000,8,2
6666,11,13,1-11-2017-013-05,5,1,21,,,,,,,,,,,,,,,,,2,1,533.60897797681100000000,8,2
6666,11,13,1-11-2017-013-05,5,1,22,,,,,,,,,,4,0,0,0,1,0,0,2,2,533.60897797681100000000,8,2
6666,11,13,1-11-2017-013-05,5,1,23,,,,,,,,,,4,0,0,0,1,1,1,2,3,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,1,11,1,1,6,1,1,3,2,1,1,4,4,0,0,0,0,0,1,1,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,1,13,,,,,,,,,,,,,,,,,1,3,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,1,21,,,,,,,,,,,,,,,,,2,1,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,1,22,,,,,,,,,,,,,,,,,2,2,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,1,23,,,,,,,,,,,,,,,,,2,3,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,2,11,5,1,4,1,1,3,2,1,1,4,4,0,0,0,0,0,1,1,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,2,13,,,,,,,,,,,,,,,,,1,3,533.60897797681100000000,8,2
6667,11,14,1-11-2017-014-05,5,2,21,,,,,,,,,,,,,,,,,2,1,533.60897797681100000000,8,2
