CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
6164,28,2,1-28-2017-002-06,6,1,1,1,217.97160040296500000000,3,2
6248,28,3,1-28-2017-003-08,8,1,1,1,115.39700389055000000000,3,2
6249,28,4,1-28-2017-004-04,4,1,1,1,399.52024034193200000000,3,2
6297,28,5,1-28-2017-005-08,8,1,1,1,822.52828887404300000000,3,2
6343,28,6,1-28-2017-006-03,3,2,1,1,341.02631606178800000000,3,2
6382,28,7,1-28-2017-007-03,3,1,1,1,302.81406404301900000000,3,2
6382,28,7,1-28-2017-007-03,3,2,1,1,302.81406404301900000000,3,2
6429,28,8,1-28-2017-008-01,1,1,3,,180.15142714186900000000,3,2
6476,28,9,1-28-2017-009-06,6,1,1,1,282.49805502538200000000,3,2
6476,28,9,1-28-2017-009-06,6,2,1,1,282.49805502538200000000,3,2
6476,28,9,1-28-2017-009-06,6,3,1,1,282.49805502538200000000,3,2
6562,28,11,1-28-2017-011-07,7,1,1,1,168.25297498927800000000,3,2
6562,28,11,1-28-2017-011-07,7,2,3,,168.25297498927800000000,3,2
6567,28,12,1-28-2017-012-10,10,1,3,,2590.76862324372000000000,3,2
6617,28,13,1-28-2017-013-02,2,1,1,1,88.08956607777790000000,3,2
6663,28,14,1-28-2017-014-06,6,1,3,,483.89166140437000000000,3,2
6740,28,16,1-28-2017-016-04,4,1,1,1,564.74371478693300000000,3,2
6782,28,17,1-28-2017-017-06,6,1,1,3,69.88546716578510000000,3,2
6811,28,18,1-28-2017-018-06,6,1,2,2,185.20971671486200000000,3,2
6855,28,19,1-28-2017-019-06,6,1,3,,154.88947779631600000000,3,2
6893,28,20,1-28-2017-020-03,3,1,1,1,444.76393519551900000000,3,2
6942,28,21,1-28-2017-021-08,8,2,1,1,152.57375363001700000000,3,2
6974,28,22,1-28-2017-022-04,4,1,1,1,823.37244279185500000000,3,2
7008,28,23,1-28-2017-023-09,9,1,1,1,724.06067030216800000000,3,2
7043,28,24,1-28-2017-024-06,6,1,1,1,108.49822717474500000000,3,2
7043,28,24,1-28-2017-024-06,6,2,1,1,108.49822717474500000000,3,2
7044,28,25,1-28-2017-025-04,4,1,3,,289.37797787786400000000,3,2
7097,28,26,1-28-2017-026-02,2,1,1,1,81.13717102787040000000,3,2
7097,28,26,1-28-2017-026-02,2,2,3,,81.13717102787040000000,3,2
7146,28,27,1-28-2017-027-06,6,1,3,,169.12956008194300000000,3,2
7146,28,27,1-28-2017-027-06,6,2,1,1,169.12956008194300000000,3,2
7146,28,27,1-28-2017-027-06,6,3,2,1,169.12956008194300000000,3,2
7147,28,28,1-28-2017-028-04,4,1,3,,451.08912256289800000000,3,2
7147,28,28,1-28-2017-028-04,4,2,2,1,451.08912256289800000000,3,2
7147,28,28,1-28-2017-028-04,4,3,5,,451.08912256289800000000,3,2
7242,28,30,1-28-2017-030-06,6,1,1,1,69.88546716578510000000,3,2
7247,28,32,1-28-2017-032-01,1,1,1,3,116.18551682354700000000,3,2
7287,28,33,1-28-2017-033-06,6,1,1,1,79.41392918444080000000,3,2
7291,28,34,1-28-2017-034-06,6,1,3,,311.85707879823000000000,3,2
7291,28,34,1-28-2017-034-06,6,2,3,,311.85707879823000000000,3,2
7343,28,35,1-28-2017-035-09,9,1,3,,115.28760846082600000000,3,2
7344,28,36,1-28-2017-036-10,10,1,3,,331.13095900354300000000,3,2
7408,28,37,1-28-2017-037-07,7,1,1,1,1081.49343808104000000000,3,2
7568,28,38,1-28-2017-038-07,7,1,1,1,923.86985852251000000000,3,2
7640,28,39,1-28-2017-039-01,1,1,3,,116.18551682354700000000,3,2
7641,28,40,1-28-2017-040-04,4,1,1,1,700.34994896839500000000,3,2
7702,28,42,1-28-2017-042-02,2,1,3,,70.52606877123070000000,3,2
7756,28,43,1-28-2017-043-08,8,1,1,3,124.87171752246000000000,3,2
7810,28,46,1-28-2017-046-01,1,1,1,3,128.05981891792600000000,3,2
7880,28,47,1-28-2017-047-01,1,1,3,,137.69706046310000000000,3,2
7881,28,48,1-28-2017-048-01,1,1,3,,137.69706046310000000000,3,2
7936,28,49,1-28-2017-049-06,6,1,3,,515.53497970230400000000,3,2
7936,28,49,1-28-2017-049-06,6,2,3,,515.53497970230400000000,3,2
7983,28,50,1-28-2017-050-08,8,1,1,3,151.38868649781500000000,3,2
7984,28,51,1-28-2017-051-04,4,1,2,1,524.12837747522500000000,3,2
8096,28,53,1-28-2017-053-07,7,1,1,1,174.67710264523600000000,3,2
8104,28,54,1-28-2017-054-09,9,1,3,,572.42584003220600000000,3,2
8105,28,55,1-28-2017-055-06,6,1,1,3,120.70703915125400000000,3,2
8184,28,56,1-28-2017-056-02,2,1,1,3,141.96861352890900000000,3,2
8184,28,56,1-28-2017-056-02,2,2,1,3,141.96861352890900000000,3,2
8238,28,57,1-28-2017-057-09,9,1,3,,1854.63921372180000000000,3,2
8239,28,58,1-28-2017-058-06,6,1,1,1,391.08648234603100000000,3,2
8354,28,59,1-28-2017-059-10,10,1,1,1,10040.02183771190000000000,3,2
8411,28,60,1-28-2017-060-06,6,1,1,1,183.16493371125500000000,3,2
8412,28,61,1-28-2017-061-03,3,1,1,1,120.20143800652600000000,3,2
8412,28,61,1-28-2017-061-03,3,2,1,1,120.20143800652600000000,3,2
8476,28,62,1-28-2017-062-03,3,1,1,2,383.98680625225000000000,3,2
8596,28,63,1-28-2017-063-04,4,1,2,1,456.03291866644000000000,3,2
8704,28,64,1-28-2017-064-09,9,1,1,1,3000.90381316687000000000,3,2
8799,28,65,1-28-2017-065-10,10,1,3,,6202.57955857487000000000,3,2
8800,28,66,1-28-2017-066-07,7,1,3,,791.66807360252500000000,3,2
8850,28,67,1-28-2017-067-05,5,1,1,1,104.63450295258000000000,3,2
8964,28,68,1-28-2017-068-08,8,1,3,,223.41572740517600000000,3,2
8965,28,69,1-28-2017-069-01,1,1,3,,116.18551682354700000000,3,2
8965,28,69,1-28-2017-069-01,1,2,3,,116.18551682354700000000,3,2
9000,28,70,1-28-2017-070-06,6,1,3,,369.39137247412200000000,3,2
9000,28,70,1-28-2017-070-06,6,2,1,1,369.39137247412200000000,3,2
6113,29,1,1-29-2017-001-03,3,1,1,1,264.06088044388300000000,2,2
6113,29,1,1-29-2017-001-03,3,2,1,1,264.06088044388300000000,2,2
6191,29,2,1-29-2017-002-05,5,1,3,,235.12622532289100000000,2,2
6308,29,3,1-29-2017-003-10,10,1,3,,20830.73511251550000000000,2,2
6308,29,3,1-29-2017-003-10,10,2,3,,20830.73511251550000000000,2,2
6351,29,4,1-29-2017-004-07,7,1,3,,1696.40231086470000000000,2,2
6351,29,4,1-29-2017-004-07,7,2,3,,1696.40231086470000000000,2,2
6397,29,5,1-29-2017-005-03,3,1,1,1,778.69946379588700000000,2,2
6397,29,5,1-29-2017-005-03,3,2,3,,778.69946379588700000000,2,2
6397,29,5,1-29-2017-005-03,3,3,1,1,778.69946379588700000000,2,2
6459,29,7,1-29-2017-007-04,4,1,1,1,931.46718589331600000000,2,2
6459,29,7,1-29-2017-007-04,4,2,1,1,931.46718589331600000000,2,2
6499,29,8,1-29-2017-008-06,6,1,1,2,540.08890513671200000000,2,2
6538,29,9,1-29-2017-009-09,9,1,3,,2720.74723027127000000000,2,2
6538,29,9,1-29-2017-009-09,9,2,3,,2720.74723027127000000000,2,2
6568,29,10,1-29-2017-010-04,4,1,1,1,1735.62976673693000000000,2,2
6630,29,11,1-29-2017-011-05,5,1,1,1,152.52259181832800000000,2,2
6630,29,11,1-29-2017-011-05,5,2,3,,152.52259181832800000000,2,2
6676,29,12,1-29-2017-012-04,4,1,1,1,3138.18315640294000000000,2,2
6676,29,12,1-29-2017-012-04,4,2,1,1,3138.18315640294000000000,2,2
6713,29,13,1-29-2017-013-03,3,1,3,,447.53324415971900000000,2,2
6713,29,13,1-29-2017-013-03,3,2,3,,447.53324415971900000000,2,2
6748,29,14,1-29-2017-014-03,3,1,1,2,860.19338867189000000000,2,2
6805,29,15,1-29-2017-015-04,4,1,1,1,1180.76502650807000000000,2,2
6805,29,15,1-29-2017-015-04,4,2,3,,1180.76502650807000000000,2,2
6805,29,15,1-29-2017-015-04,4,3,3,,1180.76502650807000000000,2,2
6805,29,15,1-29-2017-015-04,4,4,3,,1180.76502650807000000000,2,2
6824,29,16,1-29-2017-016-03,3,1,3,,1318.37167531291000000000,2,2
6824,29,16,1-29-2017-016-03,3,2,1,1,1318.37167531291000000000,2,2
6865,29,17,1-29-2017-017-02,2,2,1,4,81.43047605260140000000,2,2
6901,29,18,1-29-2017-018-06,6,1,1,1,704.91614497257400000000,2,2
6952,29,19,1-29-2017-019-09,9,1,3,,1897.18891735628000000000,2,2
6986,29,20,1-29-2017-020-03,3,1,1,1,621.03092661334800000000,2,2
6986,29,20,1-29-2017-020-03,3,2,1,1,621.03092661334800000000,2,2
7029,29,21,1-29-2017-021-04,4,1,3,,3569.18341899576000000000,2,2
7029,29,21,1-29-2017-021-04,4,2,1,1,3569.18341899576000000000,2,2
7226,29,22,1-29-2017-022-04,4,1,1,1,1716.91189081206000000000,2,2
7377,29,23,1-29-2017-023-04,4,1,1,1,1810.79011176529000000000,2,2
7377,29,23,1-29-2017-023-04,4,2,3,,1810.79011176529000000000,2,2
7775,29,24,1-29-2017-024-10,10,1,9,,20830.73511251550000000000,2,2
7775,29,24,1-29-2017-024-10,10,2,3,,20830.73511251550000000000,2,2
7942,29,25,1-29-2017-025-07,7,1,3,,5138.60114306228000000000,2,2
7942,29,25,1-29-2017-025-07,7,2,3,,5138.60114306228000000000,2,2
8254,29,26,1-29-2017-026-06,6,1,1,2,856.28520130842600000000,2,2
8499,29,27,1-29-2017-027-03,3,1,3,,318.29321733133500000000,2,2
8499,29,27,1-29-2017-027-03,3,2,1,1,318.29321733133500000000,2,2
8500,29,28,1-29-2017-028-06,6,1,3,,617.33110873997800000000,2,2
8575,29,29,1-29-2017-029-07,7,1,3,,1042.39649914025000000000,2,2
8584,29,30,1-29-2017-030-07,7,2,3,,1042.39649896721000000000,2,2
8621,29,31,1-29-2017-031-06,6,1,1,1,532.35999242736800000000,2,2
8621,29,31,1-29-2017-031-06,6,2,3,,532.35999242736800000000,2,2
8622,29,32,1-29-2017-032-03,3,1,6,,274.48248154165000000000,2,2
8734,29,33,1-29-2017-033-09,9,1,3,,3138.23958322288000000000,2,2
8734,29,33,1-29-2017-033-09,9,2,3,,3138.23958322288000000000,2,2
8734,29,33,1-29-2017-033-09,9,3,3,,3138.23958322288000000000,2,2
8729,29,34,1-29-2017-034-04,4,1,1,1,1723.79548918093000000000,2,2
8812,29,35,1-29-2017-035-03,3,1,1,1,516.92891806514400000000,2,2
8812,29,35,1-29-2017-035-03,3,2,3,,516.92891806514400000000,2,2
8813,29,36,1-29-2017-036-10,10,1,3,,8578.82685204817000000000,2,2
8875,29,37,1-29-2017-037-03,3,1,3,,498.41774923419100000000,2,2
8875,29,37,1-29-2017-037-03,3,2,1,1,498.41774923419100000000,2,2
8876,29,38,1-29-2017-038-08,8,1,9,,411.50862525764600000000,2,2
8967,29,39,1-29-2017-039-04,4,1,1,1,3382.05697688039000000000,2,2
8967,29,39,1-29-2017-039-04,4,2,99,,3382.05697688039000000000,2,2
9023,29,40,1-29-2017-040-09,9,1,3,,919.40372228632500000000,2,2
6085,30,1,1-30-2017-001-03,3,1,1,1,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,2,1,1,73.23997354993520000000,10,2
6155,30,2,1-30-2017-002-05,5,1,3,,37.85228067525210000000,10,2
6157,30,3,1-30-2017-003-04,4,1,1,1,776.87803144628500000000,10,2
6157,30,3,1-30-2017-003-04,4,2,3,,776.87803144628500000000,10,2
6217,30,4,1-30-2017-004-04,4,1,1,1,759.79618390424800000000,10,2
6218,30,5,1-30-2017-005-07,7,1,3,,889.34075775361100000000,10,2
6218,30,5,1-30-2017-005-07,7,2,3,,889.34075775361100000000,10,2
6219,30,6,1-30-2017-006-04,4,1,3,,759.79618389696300000000,10,2
6274,30,7,1-30-2017-007-03,3,1,3,,195.27034061758200000000,10,2
6275,30,8,1-30-2017-008-02,2,1,5,,17.14764722902850000000,10,2
6275,30,8,1-30-2017-008-02,2,2,5,,17.14764722902850000000,10,2
6277,30,10,1-30-2017-010-03,3,1,1,2,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,1,195.27034061945700000000,10,2
6281,30,11,1-30-2017-011-02,2,1,3,,17.14764722902850000000,10,2
6329,30,12,1-30-2017-012-05,5,2,1,2,127.90797238797500000000,10,2
6331,30,13,1-30-2017-013-06,6,1,3,,1455.71663814421000000000,10,2
6331,30,13,1-30-2017-013-06,6,2,5,,1455.71663814421000000000,10,2
6368,30,14,1-30-2017-014-07,7,1,3,,2047.77206735431000000000,10,2
6369,30,15,1-30-2017-015-04,4,1,3,,1749.48622189022000000000,10,2
6369,30,15,1-30-2017-015-04,4,2,3,,1749.48622189022000000000,10,2
6416,30,16,1-30-2017-016-09,9,1,1,1,2649.49636731665000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,1,1,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,2,3,,1668.60546069685000000000,10,2
6465,30,19,1-30-2017-019-07,7,1,3,,2879.14494966816000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,1,1,2879.14494966816000000000,10,2
6466,30,20,1-30-2017-020-03,3,2,3,,703.26678363412500000000,10,2
6515,30,21,1-30-2017-021-06,6,1,3,,1771.20478471158000000000,10,2
6515,30,21,1-30-2017-021-06,6,2,3,,1771.20478471158000000000,10,2
6503,30,22,1-30-2017-022-02,2,1,5,,80.19480851121660000000,10,2
6552,30,23,1-30-2017-023-03,3,1,3,,810.32139696941700000000,10,2
6553,30,24,1-30-2017-024-06,6,1,3,,1571.62194883339000000000,10,2
6553,30,24,1-30-2017-024-06,6,2,3,,1571.62194883339000000000,10,2
6604,30,25,1-30-2017-025-10,10,2,3,,13435.68844978320000000000,10,2
6686,30,31,1-30-2017-031-04,4,1,3,,2817.27319638255000000000,10,2
6694,30,32,1-30-2017-032-03,3,1,3,,805.48346050976000000000,10,2
6694,30,32,1-30-2017-032-03,3,2,7,,805.48346050976000000000,10,2
6733,30,34,1-30-2017-034-03,3,2,3,,852.23277090565400000000,10,2
6759,30,35,1-30-2017-035-02,2,1,1,1,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,1,1,69.49097613050470000000,10,2
6800,30,37,1-30-2017-037-03,3,1,1,1,783.86522065196300000000,10,2
6801,30,38,1-30-2017-038-06,6,2,1,1,1520.31007734854000000000,10,2
6838,30,39,1-30-2017-039-04,4,1,3,,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,2,5,,1827.93791705103000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,1,1,1827.93791705103000000000,10,2
6839,30,40,1-30-2017-040-09,9,1,3,,3397.36491587046000000000,10,2
6839,30,40,1-30-2017-040-09,9,2,3,,3397.36491587046000000000,10,2
6879,30,41,1-30-2017-041-03,3,1,1,3,505.66781882611900000000,10,2
6880,30,42,1-30-2017-042-03,3,1,1,1,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,1,1,505.66781882623800000000,10,2
6916,30,44,1-30-2017-044-03,3,1,9,,524.15186877010900000000,10,2
6926,30,45,1-30-2017-045-10,10,2,3,,8571.68421813427000000000,10,2
6969,30,47,1-30-2017-047-06,6,1,3,,2474.20687244211000000000,10,2
6998,30,49,1-30-2017-049-02,2,1,1,1,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,1,1,236.77260552681400000000,10,2
7035,30,50,1-30-2017-050-03,3,2,1,1,836.82499597619600000000,10,2
7077,30,51,1-30-2017-051-03,3,2,7,,1962.62456855814000000000,10,2
7118,30,52,1-30-2017-052-07,7,1,3,,1653.59739057328000000000,10,2
7122,30,54,1-30-2017-054-02,2,1,9,,35.46946276391870000000,10,2
7181,30,55,1-30-2017-055-04,4,1,1,1,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,1,1,5616.45073494707000000000,10,2
7269,30,56,1-30-2017-056-03,3,1,3,,1062.05087838150000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,1,2,1062.05087838150000000000,10,2
7327,30,57,1-30-2017-057-05,5,1,1,1,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,1,2,127.57237189256300000000,10,2
7337,30,59,1-30-2017-059-02,2,2,3,,65.73752356778530000000,10,2
7396,30,61,1-30-2017-061-03,3,1,1,1,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,2,3,,539.22936404511500000000,10,2
7451,30,62,1-30-2017-062-05,5,2,3,,152.15634478049000000000,10,2
7452,30,63,1-30-2017-063-10,10,2,3,,14601.16619123070000000000,10,2
7564,30,64,1-30-2017-064-07,7,1,1,2,5273.73069432622000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,1,2,1466.95760247911000000000,10,2
7749,30,70,1-30-2017-070-02,2,1,9,,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,1,2,101.74563607327200000000,10,2
7741,30,71,1-30-2017-071-05,5,1,1,2,197.45088374437000000000,10,2
7803,30,72,1-30-2017-072-02,2,1,3,,95.95328383992720000000,10,2
7856,30,73,1-30-2017-073-03,3,1,1,2,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,2,3,,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,3,3,,435.40505207481300000000,10,2
7864,30,75,1-30-2017-075-02,2,1,4,,38.23505510878350000000,10,2
7864,30,75,1-30-2017-075-02,2,2,3,,38.23505510878350000000,10,2
7911,30,76,1-30-2017-076-10,10,1,3,,20830.73511251550000000000,10,2
8012,30,77,1-30-2017-077-03,3,1,1,2,1794.30440355272000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,1,1,2644.12219900419000000000,10,2
8082,30,79,1-30-2017-079-02,2,1,6,,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,2,1,1,56.71609934376400000000,10,2
8172,30,80,1-30-2017-080-03,3,1,1,1,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,2,1,2,3001.76896990858000000000,10,2
8235,30,84,1-30-2017-084-09,9,2,3,,3117.58679036883000000000,10,2
8275,30,85,1-30-2017-085-04,4,1,5,,7165.23244737877000000000,10,2
8378,30,86,1-30-2017-086-04,4,2,1,1,4013.78833145692000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,1,2,1381.56410226577000000000,10,2
8492,30,89,1-30-2017-089-02,2,1,1,1,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,2,1,1,52.52877316031450000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,2,101.93904210989400000000,10,2
8531,30,92,1-30-2017-092-09,9,1,3,,3888.49991142154000000000,10,2
8531,30,92,1-30-2017-092-09,9,2,9,,3888.49991142154000000000,10,2
8568,30,93,1-30-2017-093-05,5,1,1,1,214.96984617807500000000,10,2
8568,30,93,1-30-2017-093-05,5,2,3,,214.96984617807500000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,2,296.47353154787200000000,10,2
8639,30,95,1-30-2017-095-05,5,1,3,,205.62948498335200000000,10,2
8639,30,95,1-30-2017-095-05,5,2,3,,205.62948498335200000000,10,2
8732,30,97,1-30-2017-097-04,4,2,1,2,1433.51342997212000000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,1,409.85423768637300000000,10,2
8819,30,101,1-30-2017-101-02,2,1,1,3,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,1,2,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,1,3,61.32447502117920000000,10,2
8886,30,103,1-30-2017-103-04,4,1,1,2,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,2,1,2,1473.08117807378000000000,10,2
8898,30,105,1-30-2017-105-02,2,1,1,2,36.98474261371070000000,10,2
8898,30,105,1-30-2017-105-02,2,2,1,2,36.98474261371070000000,10,2
8950,30,106,1-30-2017-106-10,10,1,3,,9575.19094404344000000000,10,2
9028,30,110,1-30-2017-110-03,3,3,3,,1089.87835519426000000000,10,2
9099,30,111,1-30-2017-111-03,3,1,1,1,567.96366418237500000000,10,2
6177,31,2,1-31-2017-002-10,10,1,3,,1073.84216837139000000000,6,2
6177,31,2,1-31-2017-002-10,10,2,1,1,1073.84216837139000000000,6,2
6240,31,3,1-31-2017-003-09,9,1,3,,686.22139148783100000000,6,2
6241,31,4,1-31-2017-004-06,6,1,1,1,374.46925544577300000000,6,2
6311,31,5,1-31-2017-005-03,3,1,1,3,562.11522338877600000000,6,2
6398,31,6,1-31-2017-006-07,7,1,3,,1609.39441873419000000000,6,2
6398,31,6,1-31-2017-006-07,7,2,1,1,1609.39441873419000000000,6,2
6505,31,7,1-31-2017-007-04,4,1,1,1,2792.73572987369000000000,6,2
6505,31,7,1-31-2017-007-04,4,2,1,1,2792.73572987369000000000,6,2
6539,31,8,1-31-2017-008-10,10,1,3,,2147.68433674278000000000,6,2
6599,31,10,1-31-2017-010-08,8,1,1,1,533.58540815661800000000,6,2
6672,31,11,1-31-2017-011-07,7,1,1,1,1255.56663445132000000000,6,2
6714,31,12,1-31-2017-012-04,4,1,2,1,1625.67773236403000000000,6,2
6750,31,13,1-31-2017-013-04,4,1,2,1,1284.64109095433000000000,6,2
6799,31,15,1-31-2017-015-03,3,2,9,,749.39825076123100000000,6,2
6827,31,16,1-31-2017-016-09,9,1,5,,1112.97598818424000000000,6,2
6827,31,16,1-31-2017-016-09,9,2,1,1,1112.97598818424000000000,6,2
6890,31,18,1-31-2017-018-04,4,1,1,1,2463.15349404059000000000,6,2
6902,31,19,1-31-2017-019-04,4,1,3,,733.33339149754300000000,6,2
6953,31,20,1-31-2017-020-03,3,1,1,1,1250.62463447385000000000,6,2
6953,31,20,1-31-2017-020-03,3,2,1,1,1250.62463447385000000000,6,2
7040,31,22,1-31-2017-022-06,6,1,1,1,689.61885436365700000000,6,2
7061,31,23,1-31-2017-023-08,8,1,1,3,533.58540815661800000000,6,2
7114,31,24,1-31-2017-024-09,9,1,1,3,686.22139148783100000000,6,2
7167,31,25,1-31-2017-025-03,3,1,1,3,471.72414428540900000000,6,2
7208,31,28,1-31-2017-028-09,9,1,5,,686.22139148783100000000,6,2
7305,31,29,1-31-2017-029-07,7,1,1,1,6637.32119482343000000000,6,2
7372,31,30,1-31-2017-030-10,10,1,1,1,1073.84216837139000000000,6,2
7373,31,31,1-31-2017-031-10,10,2,5,,1073.84216837139000000000,6,2
7431,31,32,1-31-2017-032-06,6,1,1,3,561.11655983670000000000,6,2
7537,31,33,1-31-2017-033-09,9,1,5,,1539.73058488066000000000,6,2
7538,31,34,1-31-2017-034-04,4,1,1,3,2328.51790892268000000000,6,2
7538,31,34,1-31-2017-034-04,4,2,1,1,2328.51790892268000000000,6,2
7590,31,35,1-31-2017-035-10,10,1,1,3,1073.84216837139000000000,6,2
7590,31,35,1-31-2017-035-10,10,2,5,,1073.84216837139000000000,6,2
7730,31,36,1-31-2017-036-05,5,1,1,1,628.83294075430700000000,6,2
7730,31,36,1-31-2017-036-05,5,2,1,1,628.83294075430700000000,6,2
7790,31,38,1-31-2017-038-08,8,1,1,1,533.58540815661800000000,6,2
7805,31,39,1-31-2017-039-09,9,1,1,1,1663.27604062427000000000,6,2
7849,31,40,1-31-2017-040-07,7,1,1,1,1472.66821840875000000000,6,2
8058,31,41,1-31-2017-041-07,7,1,1,1,1465.37280017611000000000,6,2
8058,31,41,1-31-2017-041-07,7,2,1,1,1465.37280017611000000000,6,2
8110,31,42,1-31-2017-042-08,8,1,1,1,533.58540815661800000000,6,2
8501,31,43,1-31-2017-043-08,8,1,3,,595.99305823341500000000,6,2
8563,31,44,1-31-2017-044-07,7,1,2,1,4475.48751957649000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,1,1,1876.28997287848000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,3,,5792.34519201867000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,1,1,1073.84216837139000000000,6,2
6042,32,1,1-32-2017-001-09,9,1,3,,439.98880808745900000000,7,2
6101,32,2,1-32-2017-002-02,2,1,1,3,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,7,,82.36257534832270000000,7,2
6170,32,4,1-32-2017-004-03,3,1,3,,920.85788538202200000000,7,2
6170,32,4,1-32-2017-004-03,3,2,1,1,920.85788538202200000000,7,2
6215,32,5,1-32-2017-005-05,5,1,1,1,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,3,,156.92934375405100000000,7,2
6232,32,6,1-32-2017-006-04,4,1,1,1,2047.48443634482000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,3,,3404.16805142899000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,3,,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,3,,1146.93937210064000000000,7,2
6305,32,9,1-32-2017-009-01,1,1,1,4,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,3,,360.85524013826500000000,7,2
6306,32,10,1-32-2017-010-03,3,2,3,,1535.37013248666000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,3,,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,3,,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,3,,5303.85549310429000000000,7,2
6392,32,13,1-32-2017-013-01,1,1,1,3,473.93014835835700000000,7,2
6393,32,14,1-32-2017-014-04,4,1,1,1,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,3,,8974.51772059799000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,3,,4484.46946459665000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,3,,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,2,1,1,4484.46946452231000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,3,,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,3,,2740.36038785260000000000,7,2
6484,32,18,1-32-2017-018-10,10,1,5,,20830.73511251550000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,3,,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,1,3,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,3,,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,1,1,5536.09702917442000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,3,,20830.73511251550000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,3,,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,1,1,196.43347976677000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,1,1,1645.37305184942000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,9,,1645.37305184523000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,1,2,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,3,,1843.81501469920000000000,7,2
6670,32,26,1-32-2017-026-09,9,1,3,,10613.98955356260000000000,7,2
6708,32,27,1-32-2017-027-03,3,1,1,1,1513.61702994703000000000,7,2
6709,32,28,1-32-2017-028-05,5,1,1,4,257.94526058209200000000,7,2
6709,32,28,1-32-2017-028-05,5,2,1,1,257.94526058209200000000,7,2
6743,32,29,1-32-2017-029-09,9,1,1,1,11898.59044141580000000000,7,2
6743,32,29,1-32-2017-029-09,9,2,2,1,11898.59044141580000000000,7,2
6744,32,30,1-32-2017-030-06,6,1,3,,4008.89781094842000000000,7,2
